날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
"2021-02-08","밥","363kcal","잡곡밥","380.35kcal","잡곡밥","380.35kcal","","","3293.50kcal"
"2021-02-08","돼지고기김치찌개(05)(06)(10)","84.76kcal","생선묵국(05)(06)","72.88kcal","조개국(01)(05)","74.41kcal","","","3293.50kcal"
"2021-02-08","맛김","5.25kcal","떡볶이(05)(06)(10)","392.92kcal","돼지고기고추장볶음(05)(06)(10)","516.73kcal","","","3293.50kcal"
"2021-02-08","닭고기감자조림(05)(06)(15)","324.93kcal","야채튀김(06)(12)","410.08kcal","무생채","46.28kcal","","","3293.50kcal"
"2021-02-08","가공우유(딸기맛)(02)","116kcal","김장김치(12~2월)","28.52kcal","김장김치(12~2월)","28.52kcal","","","3293.50kcal"
"2021-02-08","김장김치(12~2월)","28.52kcal","배 주스(238㎖/캔)","40kcal","","","","","3293.50kcal"
"2021-02-09","밥","363kcal","현미밥","395.67kcal","하이라이스(01)(05)(06)(10)","994.11kcal","","","3255.56kcal"
"2021-02-09","쇠고기감자국(05)(16)","62.42kcal","배추된장국(05)(06)","36.66kcal","두부맑은국(05)(09)","33.34kcal","","","3255.56kcal"
"2021-02-09","소시지야채볶음(05)(06)(10)","280.46kcal","매운돼지갈비찜(05)(06)(10)","465.91kcal","까르보나라떡볶이(10)","310.21kcal","","","3255.56kcal"
"2021-02-09","콩나물무침(05)","34.93kcal","오이무침","20.29kcal","김장김치(12~2월)","28.52kcal","","","3255.56kcal"
"2021-02-09","김장김치(12~2월)","28.52kcal","김장김치(12~2월)","28.52kcal","","","","","3255.56kcal"
"2021-02-09","우유(백색우유(200ML,연간))(02)","122kcal","단감","51kcal","","","","","3255.56kcal"
"2021-02-10","밥","363kcal","찰보리밥","386.7kcal","밥","363kcal","","","2986.05kcal"
"2021-02-10","계란국(01)(05)","72.73kcal","청국장(05)(06)(16)","119.59kcal","두부고추장찌개(05)(06)(10)","107.54kcal","","","2986.05kcal"
"2021-02-10","생선묵볶음(05)(06)","132.73kcal","두부김치(05)(10)","361.96kcal","양념통닭(01)(05)(06)(15)","749.54kcal","","","2986.05kcal"
"2021-02-10","맛김","5.25kcal","무생채","46.28kcal","오이양파장아찌(05)(06)","28.37kcal","","","2986.05kcal"
"2021-02-10","김장김치(12~2월)","28.52kcal","갓김치","11.52kcal","김장김치(12~2월)","28.52kcal","","","2986.05kcal"
"2021-02-10","우유(백색우유(200ML,연간))(02)","122kcal","이온음료","58.8kcal","","","","","2986.05kcal"
"2021-02-11","불고기버거(01)(06)(10)(12)","655.42kcal","돼지고기덮밥(05)(06)(10)","714.17kcal","잡곡밥","380.35kcal","","","2437.25kcal"
"2021-02-11","양파볶음(05)(06)","40.67kcal","콩나물국(05)","15.15kcal","돼지고기김치찌개(05)(06)(10)","84.76kcal","","","2437.25kcal"
"2021-02-11","우유(백색우유(200ML,연간))(02)","244kcal","배추된장무침(05)(06)","34kcal","햄슬라이스야채볶음(10)","154.81kcal","","","2437.25kcal"
"2021-02-11","","","크림수프","0kcal","맛김","5.25kcal","","","2437.25kcal"
"2021-02-11","","","깍두기(임가공)","28.99kcal","김장김치(12~2월)","28.52kcal","","","2437.25kcal"
"2021-02-11","","","사과(후지)","51.156kcal","용기면,쌀국수,김치맛,92g(다수공급자)","","","","2437.25kcal"
"2021-02-11","","","","","진라면매운맛,110g용기라면(다수공급자계약,영내자증식,오뚜기)","","","","2437.25kcal"
"2021-02-12","밥1","181.5kcal","잡채밥(05)(06)(10)","807.12kcal","고추참치덮밥(06)","597.26kcal","","","3031.09kcal"
"2021-02-12","만두국(01)(05)(06)(10)(16)","465.66kcal","팽이버섯국(05)(06)","43.68kcal","생선묵국(05)(06)","72.88kcal","","","3031.09kcal"
"2021-02-12","애호박나물(05)(09)","81.23kcal","쇠고기불고기(05)(06)(16)","342.37kcal","무나물(05)","53.52kcal","","","3031.09kcal"
"2021-02-12","황태채무침","96.31kcal","김장김치(12~2월)","28.52kcal","김장김치(12~2월)","28.52kcal","","","3031.09kcal"
"2021-02-12","김장김치(12~2월)","28.52kcal","식혜","82kcal","","","","","3031.09kcal"
"2021-02-12","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","3031.09kcal"
"2021-02-13","밥","363kcal","돼지고기부추덮밥(01)(05)(06)(10)","861.86kcal","자장밥(05)(06)(10)","778.8kcal","","","2768.01kcal"
"2021-02-13","북어채국(01)(05)","82.22kcal","감자호박국(05)(09)","32.19kcal","짬뽕찌개(05)(06)(17)","114.97kcal","","","2768.01kcal"
"2021-02-13","생선묵고추장볶음(05)(06)","169.36kcal","멸치매운양념조림(05)(06)","45.17kcal","단무지무침","19.09kcal","","","2768.01kcal"
"2021-02-13","맛김","5.25kcal","김장김치(12~2월)","28.52kcal","김장김치(12~2월)","28.52kcal","","","2768.01kcal"
"2021-02-13","김장김치(12~2월)","28.52kcal","배(신고)","42.5375kcal","사과 주스(200㎖/팩)","46kcal","","","2768.01kcal"
"2021-02-13","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","2768.01kcal"
"2021-02-14","밥","363kcal","닭고기덮밥(01)(05)(06)(15)","630.93kcal","찹쌀밥","386.34kcal","","","2917.68kcal"
"2021-02-14","쇠고기감자국(05)(16)","62.42kcal","된장국(일품용)(05)(06)","58.94kcal","꼬리곰탕","548.45kcal","","","2917.68kcal"
"2021-02-14","비엔나소시지야채볶음(10)(12)","284.26kcal","오이고추장무침(06)","29.25kcal","감자조림(05)(06)","92.87kcal","","","2917.68kcal"
"2021-02-14","콩나물무침(05)","34.93kcal","김장김치(12~2월)","28.52kcal","오이풋고추&쌈장(05)(06)","48.34kcal","","","2917.68kcal"
"2021-01-16","밥","363kcal","잡채밥(05)(06)(10)","851.01kcal","흑미밥","381.75kcal","","","3242.02kcal"
"2021-01-16","두부고추장찌개(05)(06)(10)","96.94kcal","콩나물무채국(05)","27.04kcal","계란국(01)(05)","73.64kcal","","","3242.02kcal"
"2021-01-16","오징어채간장볶음(05)(06)(17)","88.78kcal","두부김치(05)(10)","359.5kcal","제육볶음(05)(06)(10)","599.17kcal","","","3242.02kcal"
"2021-01-16","감자조림(05)(06)","88.98kcal","깍두기(임가공)","28.99kcal","무나물(05)","53.52kcal","","","3242.02kcal"
"2021-01-16","김장김치(12~2월)","28.27kcal","사과(후지)","51.156kcal","김장김치(12~2월)","28.27kcal","","","3242.02kcal"
"2021-01-16","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","3242.02kcal"
"2021-01-17","밥","363kcal","찰보리밥","381.96kcal","닭고기덮밥(01)(05)(06)(15)","653.59kcal","","","3068.55kcal"
"2021-01-17","쇠고기미역국(05)(16)","43.74kcal","오징어찌개(05)(06)(17)","62.83kcal","두부김치국(05)(06)","43.63kcal","","","3068.55kcal"
"2021-01-17","비엔나소시지케찹볶음(10)(12)","331.54kcal","쇠고기버섯볶음(05)(06)(16)","246.1kcal","배추된장무침(05)(06)","54.86kcal","","","3068.55kcal"
"2021-01-17","계란찜(01)(09)","88.46kcal","오이고추장무침(06)","33.5kcal","깍두기(임가공)","28.99kcal","","","3068.55kcal"
"2021-01-17","김장김치(12~2월)","28.27kcal","김장김치(12~2월)","28.27kcal","김치왕뚜껑,110g,용기라면(다수공급자계약,영내자증식,팔도)","431.81kcal","","","3068.55kcal"
"2021-01-17","우유(백색우유(200ML,연간))(02)","122kcal","과일푸딩","126kcal","","","","","3068.55kcal"
"2021-01-18","떡만둣국(01)(05)(06)(10)","466.03kcal","김치덮밥(05)(06)(10)","516.78kcal","현미밥","384.78kcal","","","3010.46kcal"
"2021-01-18","밥1","181.5kcal","콩나물두부국(05)","25.95kcal","부대찌개(05)(06)(10)","196.53kcal","","","3010.46kcal"
"2021-01-18","애호박나물(05)(09)","81.13kcal","키조개(패주)버터볶음(05)(06)(18)","128.19kcal","생선가스(01)(06)","548.12kcal","","","3010.46kcal"
"2021-01-18","오징어젓무침(17)","49.57kcal","백김치","15.12kcal","감자샐러드(01)","193.22kcal","","","3010.46kcal"
"2021-01-18","김장김치(12~2월)","28.27kcal","커피음료","","가공우유(바나나맛)(02)","167kcal","","","3010.46kcal"
"2021-01-18","","","","","김장김치(12~2월)","28.27kcal","","","3010.46kcal"
"2021-01-19","밥","363kcal","스파게티(06)(12)","776.09kcal","찹쌀밥","380.95kcal","","","3332.71kcal"
"2021-01-19","배추된장국(05)(06)","37.32kcal","미트볼양념조림(01)(05)(06)(10)(12)","509.27kcal","매운버섯국(05)(06)","68.66kcal","","","3332.71kcal"
"2021-01-19","닭고기김치찜(05)(06)(15)","215.65kcal","단호박샐러드(01)","189.94kcal","쇠고기불고기(05)(06)(16)","351.05kcal","","","3332.71kcal"
"2021-01-19","맛김","5.25kcal","김장김치(12~2월)","28.27kcal","오이무침(06)","27.74kcal","","","3332.71kcal"
"2021-01-19","깍두기(임가공)","28.99kcal","견과, 혼합식","136.3kcal","김장김치(12~2월)","28.27kcal","","","3332.71kcal"
"2021-01-19","우유(백색우유(200ML,연간))(02)","122kcal","","","감귤","63.96kcal","","","3332.71kcal"
"2021-01-20","밥","363kcal","쭈꾸미덮밥(05)(06)(10)","800.14kcal","잡곡밥","381.2kcal","","","3120.98kcal"
"2021-01-20","콩나물김치국(05)","28.36kcal","계란국(01)(05)","73.64kcal","생선묵국(05)(06)","65.95kcal","","","3120.98kcal"
"2021-01-20","멸치볶음(05)(06)","80.52kcal","콩나물무침(05)","30.8kcal","양념통닭(01)(05)(06)(12)(15)","798.64kcal","","","3120.98kcal"
"2021-01-20","햄슬라이스야채볶음(10)","155.88kcal","김장김치(12~2월)","28.27kcal","오이고추장무침(06)","33.5kcal","","","3120.98kcal"
"2021-01-20","김장김치(12~2월)","28.27kcal","배(신고)","42.5375kcal","김장김치(12~2월)","28.27kcal","","","3120.98kcal"
"2021-01-20","우유(백색우유(200ML,연간))(02)","122kcal","","","주스,카프리썬 오렌지(200ml,파우치)","60kcal","","","3120.98kcal"
"2021-01-21","밥","363kcal","짬뽕밥(05)(06)(09)(10)(17)","607.45kcal","흑미밥","381.75kcal","","","3351.06kcal"
"2021-01-21","쇠고기무국(05)(16)","53.97kcal","순두부백탕(01)(05)(18)","93.04kcal","시금치된장국(05)(06)(18)","56.19kcal","","","3351.06kcal"
"2021-01-21","두부김치(05)(10)","359.5kcal","만두튀김(01)(05)(06)(10)","528.23kcal","돼지고기고추장볶음(05)(06)(10)","527.49kcal","","","3351.06kcal"
"2021-01-21","맛김","5.25kcal","김장김치(12~2월)","28.27kcal","배추된장무침(05)(06)","54.86kcal","","","3351.06kcal"
"2021-01-21","깍두기(임가공)","28.99kcal","딸기(1월~2월)","54kcal","김장김치(12~2월)","28.27kcal","","","3351.06kcal"
"2021-01-21","우유(백색우유(200ML,연간))(02)","122kcal","","","이온음료","58.8kcal","","","3351.06kcal"
"2021-01-22","밥","363kcal","잡곡밥","381.2kcal","마파두부덮밥(05)(06)(10)","895.38kcal","","","3354.52kcal"
"2021-01-22","돼지고기김치찌개(05)(06)(10)","84.76kcal","꼬리곰탕","548.45kcal","된장국(일품용)(05)(06)","60.85kcal","","","3354.52kcal"
"2021-01-22","애호박나물(05)(09)","81.13kcal","전복장조림(05)(06)(18)","121.03kcal","야채튀김(06)(12)","436.33kcal","","","3354.52kcal"
"2021-01-22","멸치볶음(05)(06)","80.52kcal","오이풋고추&쌈장(05)(06)","48.34kcal","김장김치(12~2월)","28.27kcal","","","3354.52kcal"
"2021-01-22","김장김치(12~2월)","28.27kcal","깍두기(임가공)","28.99kcal","","","","","3354.52kcal"
"2021-01-22","우유(백색우유(200ML,연간))(02)","122kcal","사과 주스(200㎖/팩)","46kcal","","","","","3354.52kcal"
"2021-01-23","핫도그빵(01)(06)(10)(12)","770.24kcal","현미밥","384.78kcal","밥","363kcal","","","2833.25kcal"
"2021-01-23","양파볶음(05)(06)","42.24kcal","부대찌개(05)(06)(10)","196.53kcal","팽이버섯국(05)(06)","44.34kcal","","","2833.25kcal"
"2021-01-23","스크램블에그(01)","154.09kcal","돼지고기감자조림(05)(06)(10)","267.81kcal","햄게맛살볶음(10)(12)","167.96kcal","","","2833.25kcal"
"2021-01-23","우유(백색우유(200ML,연간))(02)","244kcal","무생채(05)(06)","34.76kcal","김자반","43kcal","","","2833.25kcal"
"2021-01-23","","","김장김치(12~2월)","28.27kcal","김장김치(12~2월)","28.27kcal","","","2833.25kcal"
"2021-01-23","","","감귤","63.96kcal","","","","","2833.25kcal"
"2021-01-24","밥","363kcal","찰보리밥","381.96kcal","밥","363kcal","","","2725.24kcal"
"2021-01-24","쇠고기무국(05)(16)","53.97kcal","무청시래기국(05)(06)","43.65kcal","감자양파찌개(05)(06)","65.39kcal","","","2725.24kcal"
"2021-01-24","두부조림(05)(06)","116.93kcal","연근닭순살조림(05)(06)(15)","214.18kcal","돼지불고기(05)(06)(10)","499.61kcal","","","2725.24kcal"
"2021-01-24","오징어젓무침(17)","49.57kcal","오이부추무침(06)","24.53kcal","양배추쌈(05)(06)","53.64kcal","","","2725.24kcal"
"2021-01-24","김장김치(12~2월)","28.27kcal","김장김치(12~2월)","28.27kcal","김장김치(12~2월)","28.27kcal","","","2725.24kcal"
"2021-01-24","우유(백색우유(200ML,연간))(02)","122kcal","건빵(야채맛)","249kcal","","","","","2725.24kcal"
"2021-01-24","","","배 주스(238㎖/캔)","40kcal","","","","","2725.24kcal"
"2021-01-25","밥","363kcal","카레밥(06)(10)","613.8kcal","찹쌀밥","380.95kcal","","","3189.50kcal"
"2021-01-25","콩나물국(05)","14.84kcal","팽이버섯국(05)(06)","44.34kcal","두부고추장찌개(05)(06)(10)","96.94kcal","","","3189.50kcal"
"2021-01-25","생선묵고추장볶음(05)(06)","163.23kcal","돈가스(06)(10)","534.51kcal","궁중닭찜(05)(06)(15)","335.48kcal","","","3189.50kcal"
"2021-01-25","계란찜(01)(09)","88.46kcal","과일샐러드(01)","190.3kcal","콩나물매운무침(05)","40.12kcal","","","3189.50kcal"
"2021-01-25","김장김치(12~2월)","28.27kcal","깍두기(임가공)","28.99kcal","김장김치(12~2월)","28.27kcal","","","3189.50kcal"
"2021-01-25","우유(백색우유(200ML,연간))(02)","122kcal","딸기맛우유(3사교)","116kcal","","","","","3189.50kcal"
"2021-01-26","밥","363kcal","잡채볶음밥","727.63kcal","잡곡밥","381.2kcal","","","3180.83kcal"
"2021-01-26","호박된장찌개(05)(06)","62.81kcal","짬뽕찌개(05)(06)(09)(17)","112.98kcal","매운버섯국(05)(06)","68.66kcal","","","3180.83kcal"
"2021-01-26","쇠고기버섯볶음(05)(06)(16)","246.1kcal","단무지무침","19.09kcal","감자채볶음","120.48kcal","","","3180.83kcal"
"2021-01-26","맛김","5.25kcal","김장김치(12~2월)","28.27kcal","닭강정(01)(05)(06)(12)(15)","740.82kcal","","","3180.83kcal"
"2021-01-26","김장김치(12~2월)","28.27kcal","아이스 망고바","126kcal","김장김치(12~2월)","28.27kcal","","","3180.83kcal"
"2021-01-26","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","3180.83kcal"
"2021-01-27","밥","363kcal","흑미밥","381.75kcal","오징어덮밥(05)(06)(17)","617.27kcal","","","3053.41kcal"
"2021-01-27","쇠고기미역국(05)(16)","43.74kcal","꽃게탕(05)(06)","87.97kcal","콩나물두부국(05)","25.95kcal","","","3053.41kcal"
"2021-01-27","두부조림(05)(06)","116.93kcal","매운돼지갈비찜(05)(06)(10)","404.84kcal","치킨너겟(01)(06)(15)","581.49kcal","","","3053.41kcal"
"2021-01-27","오징어젓무침(17)","49.57kcal","브로콜리/초고추장(06)","41.28kcal","김장김치(12~2월)","28.27kcal","","","3053.41kcal"
"2021-01-27","김장김치(12~2월)","28.27kcal","백김치","15.12kcal","감귤","63.96kcal","","","3053.41kcal"
"2021-01-27","우유(백색우유(200ML,연간))(02)","122kcal","식혜","82kcal","","","","","3053.41kcal"
"2021-01-28","밥","363kcal","현미밥","384.78kcal","햄치즈버거(01)(02)(06)(10)(12)","1174.25kcal","","","3775.68kcal"
"2021-01-28","쇠고기감자국(05)(16)","62.35kcal","시금치된장국(05)(06)(18)","56.19kcal","계란후라이(01)","97.75kcal","","","3775.68kcal"
"2021-01-28","맛김","5.25kcal","삼겹살구이(10)","850.6kcal","고구마샐러드(01)","219.88kcal","","","3775.68kcal"
"2021-01-28","고등어순살조림(05)(06)(07)","158.75kcal","오이풋고추&쌈장(05)(06)","48.34kcal","우유(백색우유(200ML,연간))(02)","244kcal","","","3775.68kcal"
"2021-01-28","김장김치(12~2월)","28.27kcal","크림수프","0kcal","","","","","3775.68kcal"
"2021-01-28","","","김장김치(12~2월)","28.27kcal","","","","","3775.68kcal"
"2021-01-28","","","딸기(1월~2월)","54kcal","","","","","3775.68kcal"
"2021-01-29","밥","363kcal","잡곡밥","381.2kcal","현미밥","384.78kcal","","","2925.31kcal"
"2021-01-29","쇠고기무국(05)(16)","53.97kcal","닭곰탕(05)(15)","184.13kcal","무청시래기국(05)(06)","43.65kcal","","","2925.31kcal"
"2021-01-29","멸치볶음(05)(06)","80.52kcal","굴패주해산물야채볶음(05)(06)","156.01kcal","명태순살강정(05)(06)(12)","399.34kcal","","","2925.31kcal"
"2021-01-29","오징어젓무침(17)","49.57kcal","배추된장무침(05)(06)","54.86kcal","오이고추장무침(06)","33.5kcal","","","2925.31kcal"
"2021-01-29","김장김치(12~2월)","28.27kcal","파김치","21.24kcal","김장김치(12~2월)","28.27kcal","","","2925.31kcal"
"2021-01-29","우유(백색우유(200ML,연간))(02)","122kcal","신라면블랙사발(용기라면, 다수공급자, 영내자증식, 농심, 101g)","445kcal","","","","","2925.31kcal"
"2021-01-29","","","오렌지 주스(200㎖/팩)","96kcal","","","","","2925.31kcal"
"2021-01-30","불고기버거(01)(06)(10)(12)","749.99kcal","고추참치덮밥(06)","598.98kcal","찰보리밥","381.96kcal","","","2759.60kcal"
"2021-01-30","양파볶음(05)(06)","42.24kcal","쇠고기무국(05)(16)","53.97kcal","두부맑은국(05)(09)","33.24kcal","","","2759.60kcal"
"2021-01-30","삶은계란(01)","70.31kcal","순두부양념장(추가)(05)(06)","77.18kcal","닭갈비(05)(06)(15)","366.85kcal","","","2759.60kcal"
"2021-01-01","밥1","181.5kcal","찹쌀밥","380.95kcal","밥","363kcal","","","2795.59kcal"
"2021-01-01","만두국(01)(05)(06)(10)(16)","499.68kcal","순두부국(05)(09)","40.63kcal","얼큰북어채국(01)(05)","68.22kcal","","","2795.59kcal"
"2021-01-01","삼치순살조림(05)(06)","117.82kcal","닭볶음탕(05)(06)(15)","317.81kcal","쇠고기불고기(05)(06)(16)","351.05kcal","","","2795.59kcal"
"2021-01-01","콩나물무침(05)","30.8kcal","꽈리고추멸치볶음(05)(06)","85.04kcal","오이무침(06)","27.74kcal","","","2795.59kcal"
"2021-01-01","김장김치(12~2월)","28.27kcal","김장김치(12~2월)","28.27kcal","김장김치(12~2월)","28.27kcal","","","2795.59kcal"
"2021-01-01","우유(백색우유(200ML,연간))(02)","122kcal","배(신고)","42.5375kcal","식혜","82kcal","","","2795.59kcal"
"2021-01-02","핫도그빵(01)(06)(10)(12)","770.24kcal","찰보리밥","381.96kcal","밥","363kcal","","","3447.27kcal"
"2021-01-02","양파볶음(05)(06)","42.24kcal","감자양파찌개(05)(06)","65.39kcal","닭고기육개장(05)(06)(15)","282.12kcal","","","3447.27kcal"
"2021-01-02","스크램블에그(01)","154.09kcal","돼지고기고추장볶음(05)(06)(10)","527.49kcal","궁중떡볶이(05)(06)(16)","437.47kcal","","","3447.27kcal"
